l0|l1|m0|m1|q01|q10|tree|ntips|tipstates
1.22813059708779|1.13839125493194|1.25515534985528|1.22837714880646|1.15121383242888|1.21594823552186|NA|0|NA
1.23862843486345|1.21180659579597|1.1422325138455|1.08439629436924|1.0828099105262|1.19630577801236|NA|0|NA
1.23562293513676|1.1124865389379|1.13159457621204|1.08373040012935|1.23267946673441|1.0679094963234|NA|0|NA
1.04645945024189|1.13566971405635|1.14603113568303|1.12891954688364|1.15850771738199|1.16180181644632|NA|0|NA
1.13452471782222|1.31118478851966|1.15927600995794|1.1202114114514|1.24565142953111|1.11853163076588|NA|0|NA
1.08514143289183|1.16318761951196|1.23130474035573|1.02980659767263|1.30248078649593|1.20465558904342|NA|0|NA
1.15976955279047|1.07099114464326|1.14338009941601|1.12193904601102|1.15921663354272|1.22865404074095|NA|0|NA
1.07371997017031|1.03003793229305|1.25680277145818|1.16718412210055|1.04901728780566|1.12360975463164|NA|0|NA
1.10405787870122|1.16353255505286|1.0898253533051|1.20489111328883|1.16871496573752|1.17089298467777|NA|0|NA
1.17382498787298|1.05939988250117|1.05839553217173|1.25859078847747|1.18643110127155|1.15039677238968|NA|0|NA
1.11483203097493|1.18554914220647|1.1481841127068|1.05466755783918|1.1811223128287|1.23132861633429|NA|0|NA
1.16881802000049|1.12008612344649|1.12438795495922|1.05073823229147|1.23849763027215|1.09322745401718|NA|0|NA
1.10729757058007|1.24961715631807|1.13224761543024|1.26566698805015|1.23129560588853|1.01516496072958|NA|0|NA
1.09496412098875|1.12883234968244|1.18394481087276|1.20199058884523|1.14855255439145|1.27347346539474|NA|0|NA
1.17762924884066|1.18461870284681|1.27661801443997|1.21997155213278|1.04512217630236|1.15650515372943|NA|0|NA
1.14648020068193|1.04238495851615|1.25124767533928|1.16676668032532|1.04658551400988|1.14192249328995|NA|0|NA
1.23958286492372|1.1743980314028|1.11359024696489|1.18915926142221|1.2466857162071|1.1092455328356|NA|0|NA
1.09178594040999|1.16698698811775|1.18834553559767|1.11744241268666|1.16588695402579|1.21028518422595|NA|0|NA
1.22859455293189|1.2192544602398|1.14920719913248|1.12646424914018|1.12607203072258|1.15535292219713|NA|0|NA
1.12344483980058|1.10558650172044|1.13920307057195|1.21113186101071|1.11058266664172|1.15713227929685|NA|0|NA
1.27565701280071|1.13643198962555|1.20254119792557|1.10490730890526|1.10093754949744|1.10282230020673|NA|0|NA
1.1528316721125|1.17760420583641|1.0904422723614|1.13623074097426|1.18868611916864|1.17652820802272|NA|0|NA
1.18244020258772|1.12581030421101|1.19754351415643|1.15167187360003|1.23980568735948|1.3366716238127|NA|0|NA
1.12467636870036|1.18753173934987|1.29175845625073|1.16602552709609|1.14665339159706|1.1567166329364|NA|0|NA
1.2384173922305|1.16511731931684|1.12834531774531|1.14505020953628|1.34140039284195|1.17650584558603|NA|0|NA
1.18318783148423|1.16690078664544|1.18973483951366|1.17642946021101|1.0938025398798|1.19239815441322|NA|0|NA
1.08412037873689|1.12958453509214|1.35169079479659|1.18114926710282|1.21115495127901|1.05663181934952|NA|0|NA
1.14275842537633|1.08108536173887|1.16179533793938|1.02407017802342|1.32264298688586|1.02300759855437|NA|0|NA
1.17860440260864|1.13032068550367|1.07656361535711|1.25778233861329|1.18129184496962|1.06170434434266|NA|0|NA
1.11436456916313|1.10674050619095|1.19982352788791|1.25991004156371|1.2031904482371|1.17313597092329|NA|0|NA
1.2107539338767|1.16660339931671|1.22065077411174|1.1382227514052|1.1456527265213|1.07052806063196|NA|0|NA
1.20551256015797|1.10075333708305|1.23917820019041|1.18856866026081|1.24759686712404|1.32915493160099|NA|0|NA
1.25536999355494|1.16168838722643|1.2280919683026|1.26262555470599|1.19167702543572|1.21230357742179|NA|0|NA
1.22561307312811|1.1612433417229|1.14182221687644|1.1739731889284|1.20150855575211|1.25872186616676|NA|0|NA
1.13487246409465|1.12312448496442|1.07863758708101|1.06078777608717|1.16717755637124|1.10851571755561|NA|0|NA
1.15774358735563|1.16011225394277|1.15248631455501|1.1803771931645|1.22979019309208|1.07224029652193|NA|0|NA
1.10760597132467|1.1848958433584|1.17013829004752|1.22096246425698|1.1580880455751|1.18694304836777|NA|0|NA
1.179555540718|1.18052399239669|1.27485399905007|1.15412787386817|1.19318593395747|1.14634821925824|NA|0|NA
1.31321306440215|1.1740127088165|1.16098814914018|1.17098750191885|1.16256841348982|1.17252044499804|NA|0|NA
1.21632109158332|1.31335429809928|1.219655893015|1.1636157047237|1.11827424155832|1.1232724207006|NA|0|NA
1.13659348802186|1.20141156377593|1.17778167285509|1.17658971917706|1.20371707650498|1.23837293860455|NA|0|NA
1.08098852472559|1.14662328727066|1.18065785759461|1.19539302454613|1.11658200368403|1.21930166757036|NA|0|NA
1.17734296304745|1.19694326408932|1.08182093269568|1.15071811102533|1.16530654771717|1.19245519324115|NA|0|NA
1.11953900883474|1.09506094336852|1.20691847776498|1.13041625283691|1.23268121165492|1.10742313137271|NA|0|NA
1.16454084958831|1.18103630306651|1.07933603331037|1.13716650607364|1.13191092450394|1.19246059615468|NA|0|NA
1.23519753467606|1.2172032041808|1.20100241805385|1.08768011768383|1.11538718104668|1.18470230519323|NA|0|NA
1.12015002798617|1.09469382971971|1.13374800858469|1.06398627787786|1.13628711204628|1.0886343583077|NA|0|NA
1.16489046341191|1.20975281115563|1.10736172407652|1.0861063792402|1.07951348919539|1.04720637299659|NA|0|NA
1.22773446630287|1.17690655300595|1.17004433430928|1.14276039010173|1.13937972491482|1.15866841143803|NA|0|NA
1.12781068442419|1.15223258319391|1.05126123023398|1.19345669532645|1.13260005437384|1.08571552363404|NA|0|NA
1.11028902815656|1.13522203132885|1.22913909414152|1.18525532304386|1.06027102733109|1.15134968853342|NA|0|NA
1.09022016301907|1.10400314347985|1.14191166944916|1.04943711549659|1.14222314441376|1.14679443143665|NA|0|NA
1.09662287782806|1.12450471875154|1.14574667482142|1.19455169321089|1.15684567936047|1.14962621622896|NA|0|NA
1.11748899582942|1.16433898157319|1.06155093889642|1.10653243808913|1.27429846819302|1.12526096289369|NA|0|NA
1.18975708266947|1.16581946476723|1.20498605756174|1.14127494978321|1.1508540620618|1.15681004016287|NA|0|NA
1.13437884769471|1.0956051604167|1.16314365851343|1.13042716084056|1.18870990921035|1.11451613051573|NA|0|NA
1.16726703350388|1.22220984163426|1.08805123675523|1.18659134078412|1.14601267069266|1.22697488444527|NA|0|NA
1.26822673453283|1.2047705405058|1.21146723363438|1.20555063077198|1.16839532836052|1.20837734106678|NA|0|NA
1.13676663830315|1.09912497348721|1.13558969916237|1.2064001704418|1.17083376165013|1.16096327060476|NA|0|NA
1.14743807009374|1.08965323305808|1.20089731582522|1.22318305120902|1.10569579082785|1.2187316013067|NA|0|NA
1.10723075132592|1.19495921872549|1.24299420014672|1.25988624283279|1.07999664546484|1.2181238443041|NA|0|NA
1.1993231880919|1.13147888541704|1.10125262393566|1.11308047849314|1.33019902718858|1.14549759814955|NA|0|NA
1.19399346035655|1.11915267500279|1.19402339882911|1.15867964290422|1.16312866800139|1.09633363178418|NA|0|NA
1.20258573558616|1.19987232175062|1.14030047187057|1.16751366877016|1.26290514996754|1.24284982121307|NA|0|NA
1.13681721891907|1.22954128698734|1.22131676447176|1.17685216694311|1.15901776840008|1.13150063464372|NA|0|NA
1.13986542096765|1.08083753892376|1.16449403234701|1.23318555300605|1.19570064016433|1.05531133575483|NA|0|NA
1.14654593331186|1.1527455857023|1.1037965274347|1.16580897492389|1.12857806052036|1.12182578133775|NA|0|NA
1.16510637930339|1.1263405060313|1.11448329813265|1.17839463968468|1.09977952781822|1.26031654880794|NA|0|NA
1.11722572742324|1.03610823437666|1.11474883996303|1.19630019320231|1.09358267146007|1.05307391304556|NA|0|NA
1.13678588662653|1.07911647395902|1.24879963729591|1.1350735043455|1.18430561791712|1.27559575521313|NA|0|NA
1.21694652137719|1.19721498211615|1.22081144861607|1.14252480632079|1.15997198616083|1.21560844907314|NA|0|NA
1.07375564718209|1.28233052377838|1.25925033163262|1.14119483651558|1.17248395406789|1.16676418775262|NA|0|NA
1.17435316940056|1.19496115510892|1.13023628850347|1.09253438821875|1.20194027046452|1.1339325948809|NA|0|NA
1.20330272071273|1.27259130522578|1.21430859339436|1.14093469367611|1.23029655997631|1.09462059450307|NA|0|NA
1.17436320488911|1.13184293662795|1.20903410510958|1.16136630472414|1.10575665974404|1.10930495153512|NA|0|NA
1.24278493016311|1.18479502300756|1.14026189284403|1.11969330395907|1.10449719628581|1.09327421469046|NA|0|NA
1.15627261804529|1.19009068027136|1.28069518688638|1.10095974235538|1.16828877007752|1.11427529306|NA|0|NA
1.17334591648392|1.22068162022008|1.07421677926959|1.1142784035864|1.07895714110743|1.22436887541408|NA|0|NA
1.12849753589772|1.16857447445599|1.10482748980603|1.21437582265848|1.1643031738648|1.01108775563576|NA|0|NA
1.12569034473303|1.1144992359535|1.12371434732825|1.06270008136637|1.173708350838|1.11895283189405|NA|0|NA
1.16848336932076|1.10698800453887|1.04593271728184|1.13330156205929|1.13626235405733|1.15562267720234|NA|0|NA
1.11078541690632|1.09871290501772|1.07479223909136|1.10258707195736|1.25096188341548|1.14355757631179|NA|0|NA
1.17138233851268|1.12351688530583|1.15696787850861|1.06827362943328|1.15058319069039|1.160882452771|NA|0|NA
1.08774742202847|1.06596021545021|1.11714887190494|1.19162531667287|1.28217652730506|1.17650029114136|NA|0|NA
1.1351896668161|1.11878953582831|1.10983235906612|1.15143188349612|1.32053825512347|1.04033145479466|NA|0|NA
1.1952664934077|1.18562532549849|1.23309932641213|1.11378441868261|1.07927055630838|1.21906525773562|NA|0|NA
1.19518175436297|1.15096524881117|1.07433448987509|1.07416049946711|1.13420480170588|1.21530412841071|NA|0|NA
0.980475981781981|1.1768666960898|1.1746575174688|1.19762088528587|1.09941857539218|1.20627257977601|NA|0|NA
1.0972771583953|1.13892970388205|1.14177864387729|1.14863038858959|1.21403636757528|1.16857030580895|NA|0|NA
1.17907540806847|1.15205430356921|1.15886254325725|1.06374594313177|1.17526949318533|1.12554815829466|NA|0|NA
1.22564474162196|1.19835541539275|1.12975272605412|1.18146151417463|1.13148925595585|1.17633890890329|NA|0|NA
1.11454945002831|1.14048292874315|1.09484793964785|1.12182689491727|1.15308280689562|1.12171091973366|NA|0|NA
1.16137240850824|1.19169178469587|1.23099140032318|1.12803428222212|1.10913076989725|1.16257816888107|NA|0|NA
1.09937771999789|1.10156063320458|1.07152361353417|1.15994949468343|1.18181818061891|1.0913892121312|NA|0|NA
1.16546280505695|1.0705497245794|1.27075310611374|1.17326853132365|1.07178788704928|1.12330624504445|NA|0|NA
1.10380794358369|1.18118275583803|1.08663309209055|1.15447680322656|1.24621139885005|1.08564365605136|NA|0|NA
1.14359489852635|1.20432423735658|1.15598386803283|1.06477923816428|1.19252020599338|1.16126075665889|NA|0|NA
1.04368815476413|1.23019224993128|1.27327578090925|1.26194109960461|1.14351990587128|1.20513004404189|NA|0|NA
1.1904762860434|1.17679940699108|1.13972239140755|1.26062070108876|1.20821302056213|1.12171706682648|NA|0|NA
1.1563953479034|1.19087924843714|1.03188868569485|1.25502496255787|1.06334612341956|1.32493433301552|NA|0|NA
1.21259216867735|1.06586269202786|1.11524922097562|1.24655076983124|1.14433292921484|1.13299214728755|NA|0|NA
1.13399937791845|1.16902893588936|1.16568285456031|1.1440634622297|1.17059098593737|1.24134937092418|NA|0|NA
1.19373990331316|1.20619521427748|1.27362581971364|1.198085003048|1.20419998711531|1.18455279855924|NA|0|NA
1.10756245024318|1.16382197721916|1.27146774113592|1.19777586091337|1.22952052694588|1.20512462781795|NA|0|NA
1.22137341247699|1.23782318745655|1.17079116316315|1.10169162373252|1.12422719188584|1.19047660849158|NA|0|NA
1.1997184088358|1.19934193004474|1.13665329741971|1.14610244932613|1.10188834641072|1.23810778442224|NA|0|NA
1.16035616117186|1.10663937503699|1.27173877065009|1.16984878819286|1.18121062612857|1.21106463632555|NA|0|NA
1.09762747631508|1.18423834330978|1.17785908913757|1.16236712921066|1.16421955131141|1.07737940036862|NA|0|NA
1.1629187148551|1.04447474368625|1.24081096505314|1.27154254532549|1.06320286174403|1.12913645754459|NA|0|NA
1.14233480883111|1.08319615104609|1.2175781260858|1.19520918424847|1.12159695541317|1.18687164994433|NA|0|NA
1.17242940260687|1.19251513360966|1.12497438925951|1.26289334774652|1.21892970651736|1.30223069059322|NA|0|NA
1.14893913627068|1.12360626809219|1.13501720835689|1.13570812121534|1.18035585000487|1.18641379218101|NA|0|NA
1.16567646173002|1.11488542303926|1.10285609522293|1.11570460500541|1.16739794184632|1.14469641278599|NA|0|NA
1.06521001181779|1.12560636918856|1.17963953226814|1.09671054436181|1.15786628198965|1.07295273346989|NA|0|NA
1.18509290528542|1.12466156767577|1.17801477613252|1.14253110621869|1.15717928093153|1.11117423271886|NA|0|NA
1.16354207796692|1.15267652022347|1.22694093004318|1.17916022677217|1.29049303914032|1.11849793238276|NA|0|NA
1.19201495648158|1.15188135894347|1.13270724672151|1.19219944034677|1.1369933012811|1.13511696383359|NA|0|NA
1.15845136675403|1.12853372808259|1.1757737206661|1.30877852376703|1.14912677293102|1.30013808340131|NA|0|NA
1.12644512841498|1.23727193912954|1.1739214176162|1.11425878792627|1.23064484180029|1.2046641744369|NA|0|NA
1.12721184024038|1.1678258511654|1.25283903863553|1.13126493052327|1.18040307293121|1.20359979579559|NA|0|NA
1.13936941831242|1.19822528774646|1.07947678242406|1.13924420433666|1.16270554055491|1.16329934106614|NA|0|NA
1.22922022047334|1.11186165398295|1.11407186323887|1.08211706724017|1.14920480841965|1.14848851232008|NA|0|NA
1.18725493762255|1.20999002680215|1.19331028755036|1.24000756972788|1.20101212910457|1.127334738644|NA|0|NA
1.09236148489422|1.19733009999829|1.17347708667539|1.17081984984267|1.15700470196097|1.13948330140029|NA|0|NA
1.1124052188833|1.19323455102029|1.19690383399707|1.11682705013335|1.13494456269662|1.09961308335234|NA|0|NA
1.13589145445242|1.21825600638997|1.24006514793142|1.10902121632175|1.14064352751154|1.19326043650988|NA|0|NA
1.16710945612358|1.11069109899863|1.19944107821921|1.15569228476266|1.17729201228682|1.16802847985973|NA|0|NA
1.17338498120878|1.18795132813891|1.0849508106971|1.12331170643038|1.22018108322962|1.22971691779096|NA|0|NA
1.2208685708509|1.20101155579424|1.19773295112984|1.18365757878018|1.19992707627397|1.17075433726381|NA|0|NA
1.0945954281672|1.14676225346414|1.16107078860314|1.28163704880081|1.22045814439759|1.17556640483335|NA|0|NA
1.25923665971103|1.11973608225828|1.14007972589265|1.26756334418921|1.06938432853363|1.15476624315084|NA|0|NA
1.14049765422273|1.24955610911148|1.15766713998905|1.16868517571272|1.16512218547433|1.16628428423979|NA|0|NA
1.09069452951074|1.11991775150348|1.15866595925851|1.19480294297545|1.12247402555392|1.24021498432822|NA|0|NA
1.16732497079864|1.16404573643507|1.17133579668782|1.18778503888059|1.05676790805914|1.11069362833318|NA|0|NA
1.09207716948738|1.10313303912198|1.08094794833072|1.13661300233865|1.13711553183771|1.20629822010276|NA|0|NA
1.1455548999048|1.16453342411061|1.12579980704526|1.34141910857935|1.15849949026907|1.18091174209823|NA|0|NA
1.251524855217|1.1816213093761|1.2196090812694|1.15217511090248|1.2689011992855|1.1919754044572|NA|0|NA
1.13306809179586|1.22763853732268|1.2280720445237|1.18716015670174|1.08245276151169|1.17446243501163|NA|0|NA
1.14504238785583|1.13518751936002|1.21885067014061|1.11336404806637|1.12054198532493|1.16718237266159|NA|0|NA
1.17622642296738|1.12196027392242|1.04959136449311|1.18153956254211|1.25209431744664|1.14877071743681|NA|0|NA
1.22137862923441|1.00556158117926|1.16544956957962|1.06393702865353|1.19018056214675|1.22066275056203|NA|0|NA
1.23825266606924|1.19161607109234|1.12735966875446|1.20452551156834|1.12221275927861|1.17751079421697|NA|0|NA
1.12048673116716|1.18811609714597|1.14044605343816|1.27414049426808|1.12312158613584|1.25134664442359|NA|0|NA
1.14662729767213|1.21044257913779|1.2195241220349|1.22951334822477|1.10448042409449|1.13456672965155|NA|0|NA
1.12204680888474|1.23229769851239|1.19520582562435|1.14953747417198|1.16731743642476|1.08789089899381|NA|0|NA
1.16499797949033|1.20490974607608|1.09954016978561|1.34926042252187|1.16323787433351|1.05763687092694|NA|0|NA
1.09215690824442|1.10621480571012|1.19663826747204|1.14820347198906|1.23145338336587|1.10737940690427|NA|0|NA
1.13903223404412|1.21603395675283|1.06921646647232|1.08571553868674|1.09548449857217|1.16022267101252|NA|0|NA
1.17021366345353|1.15865225324774|1.22809593192328|1.24272364028206|1.13843232726593|1.14773724027648|NA|0|NA
1.16972164366262|1.16407702463827|1.24398805540411|1.15810355435392|1.14915015305194|1.08877350623649|NA|0|NA
1.19875804242856|1.16656600316095|1.14451056612303|1.08891954345953|1.15895935086599|1.22451461678128|NA|0|NA
1.16078036662222|1.0821363226272|1.10408477705433|1.15441740695442|1.17888233740635|1.19871527297996|NA|0|NA
1.18373476798386|1.1614090751866|1.06681221175861|1.139544992338|1.20872784834475|1.2212175694337|NA|0|NA
1.20101510490152|1.21079788623996|1.09565674907743|1.19055706221852|1.16549642412644|1.10531190560471|NA|0|NA
1.14886470578159|1.26010432095775|1.18473534389328|1.2196611611331|1.15631195093764|1.16738336898805|NA|0|NA
1.237729864702|1.19192309572931|1.04750231534975|1.15529920956134|1.12299448933151|1.16041568362854|NA|0|NA
1.08951990473414|1.21566404858448|1.19425686287195|1.18672049813165|1.10610423479813|1.22762568256805|NA|0|NA
1.14037500950809|1.13797892983936|1.11591027466898|1.089061154078|1.15139918958321|1.18408647007707|NA|0|NA
1.16692794553272|1.18132113663135|1.21089943495139|1.18216220884241|1.16079933168177|1.13397604538307|NA|0|NA
1.15755705025825|1.15447119321898|1.12514768314528|1.21651926171461|1.18181430772595|1.25513016507867|NA|0|NA
1.22368335892833|1.10342692978368|1.16983625394016|1.14023865780891|1.16313662562498|1.16207942442926|NA|0|NA
1.19554526501103|1.13343402907761|1.153912389522|1.15375630040361|1.18258014090997|1.08797615844634|NA|0|NA
1.15161324626051|1.28353077005199|1.18678850020694|1.18367845245111|1.16532878602111|1.14787939731614|NA|0|NA
1.13115987667807|1.03725783879485|1.18688130741022|1.19261234295371|1.27948026880812|1.18573202706806|NA|0|NA
1.29331491311044|1.08677640336335|1.15306016986322|1.16982968252346|1.15386159177127|1.15359049409571|NA|0|NA
1.173275287971|1.1894303841016|1.13819151978388|1.26010996080462|1.18489186701331|1.15342389183189|NA|0|NA
1.17466555456715|1.23486856575795|1.18627212183469|1.05458008976045|1.2180461621279|1.21718159173801|NA|0|NA
1.21592612594968|1.10871788613465|1.09143186897188|1.11042707666312|1.18293439738232|1.15803713155131|NA|0|NA
1.16029909620324|1.12465532274171|1.23647851554156|1.30529568735711|1.22258622134987|1.15078790595111|NA|0|NA
1.13027167993105|1.06136561459905|1.23976404697112|1.23825485716855|1.17555225292965|1.05640898485348|NA|0|NA
1.12949992199286|1.20815235398713|1.11620500064214|1.10531687066324|1.10811890850397|1.10580448603616|NA|0|NA
1.16047417720185|1.11537379207354|1.10913912198311|1.20578186004786|1.23751253615825|1.09539727801759|NA|0|NA
1.09519998812558|1.17191128375913|1.28121789718186|1.18122712945228|1.2319200626728|1.12215222658198|NA|0|NA
1.25373233519062|1.07343942346051|1.07909865744125|1.18456474855088|1.14000590767239|1.04493311089954|NA|0|NA
1.21182792218129|1.07803078087681|1.00537454576034|1.1118350707515|1.23464055858441|1.15971151714564|NA|0|NA
1.23898481394962|1.15102660305566|1.13347679960415|1.17404044187046|1.22660677504917|1.19320047168175|NA|0|NA
1.19286301781792|1.26161251393094|1.16644484193645|1.15051281652189|1.07395863095726|1.13199433349912|NA|0|NA
1.29565130041342|1.20504184450855|1.24124323432793|1.21455582242156|1.16365080726843|1.15892984435289|NA|0|NA
1.04892201767195|1.17310029975006|1.1552471327706|1.15628199903566|1.17541358706746|1.16078375318888|NA|0|NA
1.1076789602413|1.11316435900145|1.13915901843604|1.17540182153459|1.21904352026764|1.15297274019667|NA|0|NA
1.16554557195022|1.15667386363851|1.13870252883729|1.22490133061306|1.12916460340049|1.23072589773434|NA|0|NA
1.13838683361303|1.17816320570337|1.18853331473816|1.13545248523556|1.2106471668676|1.20032267988409|NA|0|NA
1.18615388552381|1.18209995089196|1.13951771584878|1.21922593554078|1.2719628983861|1.14362651316164|NA|0|NA
1.15741460674299|1.22323370095161|1.1836889219368|1.12546738267492|1.2560537817725|1.1573063748167|NA|0|NA
1.14355544491978|1.16108901496129|1.27041425443077|1.05279968043531|1.13871577650899|1.24321037554385|NA|0|NA
1.14868348749191|1.15677797738348|1.15241945718879|1.15583973234833|1.21529413417759|1.19971586683553|NA|0|NA
1.2084197847228|1.18193749240546|1.21723404380668|1.14929884912299|1.17884447782156|1.10121199845696|NA|0|NA
1.23419264205009|1.13561525284808|1.19910206000095|1.07336312216371|1.12630328086422|1.13955805206511|NA|0|NA
1.1315706315514|1.22569377790531|1.22170396041971|1.11746821465748|1.14189074386055|1.22453596614205|NA|0|NA
1.1898950574298|1.21746112387534|1.18689078949381|1.26006270083752|1.23401579029469|1.23144159163172|NA|0|NA
1.18544594252426|1.2043235946222|1.16350279412914|1.07792589711473|1.20932857349475|1.12100608189569|NA|0|NA
1.19519077569821|1.23512976429222|1.28425642569606|1.11889161037352|1.18164565458754|1.20117447410229|NA|0|NA
1.05507397789275|1.19685723884327|1.12803201005244|1.10709316468113|1.17111893421097|1.26913083928731|NA|0|NA
1.14449525022961|1.2004836089347|1.15319678777709|1.07984657873445|1.10433624314615|1.09050318459462|NA|0|NA
1.25937731932913|1.08309787668421|1.16803823452496|1.13879902566834|1.11911634547127|1.1468287817695|NA|0|NA
1.10341492774124|1.18315381483828|1.17117273878146|1.15882755324436|1.16544986092924|1.21668507291234|NA|0|NA
1.13455636822774|1.22051907213244|1.12242332353554|1.11245834267348|1.25390867816538|1.19335754684101|NA|0|NA
1.17985499572153|1.21629046074161|1.07314618082153|1.07111260678343|1.15591114428725|1.18250879038561|NA|0|NA
1.22073437251709|1.04247391694507|1.14993686028779|1.10193515640801|1.14807673132259|1.10589116528971|NA|0|NA
1.19269547582609|1.22378043675908|1.18912295531279|1.14866509488731|1.13356626771227|1.19546499383201|NA|0|NA
1.16737241036295|1.06547379952465|1.27637517967197|1.20683360196951|1.06246898475125|1.15021368221106|NA|0|NA
1.16068090461556|1.14214928776657|1.14119381045077|1.20524918916078|1.1199362474917|1.19159132657159|NA|0|NA
1.18457859269535|1.22419610146397|1.14906227745834|1.16724357374066|1.15233785689703|1.1763954860906|NA|0|NA
1.06954109561344|1.08876777579263|1.12105004029869|1.26601430172301|1.12884283874612|1.21217755909598|NA|0|NA
1.19416135613444|1.24480829586627|1.24932250549662|1.07581869876601|1.17931353532302|1.22312207135895|NA|0|NA
1.21536685163194|1.1838232002126|1.1628120670348|1.21424752894108|1.15213606442762|1.1718678086757|NA|0|NA
1.26358715426697|1.14808460039508|1.19078560859812|1.12719761160776|1.15120329549211|1.15244492881371|NA|0|NA
1.12491739882866|1.21850731811673|1.06867882821365|1.2251581875289|1.15094413357874|1.24527416194235|NA|0|NA
1.1671370359383|1.2445671972794|1.19850191205121|1.12359938750129|1.29773225782869|1.16338497185463|NA|0|NA
1.13476513683493|1.19179970617171|1.19058807266607|1.15592323310878|1.13080802542794|1.19993508609613|NA|0|NA
1.06040342704178|1.26316282044341|1.26495374437103|1.23201803290258|1.13234976907076|1.32952454281995|NA|0|NA
1.10851380953585|1.1314247887114|1.29712900091654|1.18260249226246|1.16810896386335|1.17559243008247|NA|0|NA
1.22039887998996|1.21064048210158|1.15503163686209|1.15605172129483|1.21150057201917|1.21631856298421|NA|0|NA
1.21140399905169|1.10620425677977|1.13718654039262|1.05079484371747|1.23606430049862|1.11431567111229|NA|0|NA
1.127341112756|1.13883520595574|1.03717072748613|1.18808561763857|1.16091628403604|1.23743374120162|NA|0|NA
1.12893510854702|1.26747360199764|1.11859931712213|1.18893857751141|1.07459505180737|1.20227840002825|NA|0|NA
1.11305063301546|1.16637205753893|1.10951774257922|1.16598676435512|1.31692401924322|1.23940531473694|NA|0|NA
1.15512934361796|1.20143367512339|1.1059206652842|1.16897269279987|1.24315474102343|1.23346021488451|NA|0|NA
